Variable,Measure,Country,Value
Professionally active midwives,Density per 1 000 population (head counts),Italy,0.3
Midwives licensed to practice,Density per 1 000 population (head counts),Italy,0.35
Practising nurses,Density per 1 000 population (head counts),Italy,6.16
"Professional nurses, practising",Density per 1 000 population (head counts),Italy,6.16
"Associate Professional nurses, practising",Density per 1 000 population (head counts),Italy,0.0
Professionally active nurses,Density per 1 000 population (head counts),Italy,6.68
"Professional nurses, professionally active",Density per 1 000 population (head counts),Italy,6.68
"Associate Professional nurses, professionally active",Density per 1 000 population (head counts),Italy,0.0
Nurses licensed to practice,Density per 1 000 population (head counts),Italy,7.53
"Professional nurses, licensed to practice",Density per 1 000 population (head counts),Italy,7.53
"Associate Professional nurses, licensed to practice",Density per 1 000 population (head counts),Italy,0.0
Practising caring personnel,Density per 1 000 population (head counts),Italy,10.43
Professionally active caring personnel,Density per 1 000 population (head counts),Italy,11.55
Practising dentists,Density per 1 000 population (head counts),Italy,0.87
Professionally active dentists,Density per 1 000 population (head counts),Italy,0.87
Dentists licensed to practice,Density per 1 000 population (head counts),Italy,1.05
Practising pharmacists,Density per 1 000 population (head counts),Italy,1.26
Professionally active pharmacists,Density per 1 000 population (head counts),Italy,1.28
Pharmacists licensed to practice,Density per 1 000 population (head counts),Italy,1.64
Practising physiotherapists,Density per 1 000 population (head counts),Italy,1.1
Total hospital employment,Density per 1 000 population (head counts),Italy,10.72
Other specialists not elsewhere classified,Density per 1 000 population (head counts),Italy,0.0
General practitioners,Density per 1 000 population (head counts),Italy,0.71
Other generalist (non-specialist) medical practitioners,Density per 1 000 population (head counts),Italy,0.17
Specialist medical practitioners,Density per 1 000 population (head counts),Italy,3.17
Practising physicians,Density per 1 000 population (head counts),Netherlands,3.72
Physicians licensed to practice,Density per 1 000 population (head counts),Netherlands,3.95
Generalist medical practitioners,Density per 1 000 population (head counts),Netherlands,1.72
General paediatricians,Density per 1 000 population (head counts),Netherlands,0.11
Obstetricians and gynaecologists,Density per 1 000 population (head counts),Netherlands,0.1
Psychiatrists,Density per 1 000 population (head counts),Netherlands,0.24
Medical group of specialists,Density per 1 000 population (head counts),Netherlands,0.92
Surgical group of specialists,Density per 1 000 population (head counts),Netherlands,0.42
Practising midwives,Density per 1 000 population (head counts),Netherlands,0.24
Midwives licensed to practice,Density per 1 000 population (head counts),Netherlands,0.25
Practising nurses,Density per 1 000 population (head counts),Netherlands,10.69
Nurses licensed to practice,Density per 1 000 population (head counts),Netherlands,11.07
Practising caring personnel,Density per 1 000 population (head counts),Netherlands,13.49
Practising dentists,Density per 1 000 population (head counts),Netherlands,0.55
Dentists licensed to practice,Density per 1 000 population (head counts),Netherlands,0.59
Practising pharmacists,Density per 1 000 population (head counts),Netherlands,0.21
Professionally active pharmacists,Density per 1 000 population (head counts),Netherlands,0.3
Pharmacists licensed to practice,Density per 1 000 population (head counts),Netherlands,0.32
Practising physiotherapists,Density per 1 000 population (head counts),Netherlands,1.9
Total hospital employment,Density per 1 000 population (head counts),Netherlands,14.87
Other specialists not elsewhere classified,Density per 1 000 population (head counts),Netherlands,0.22
General practitioners,Density per 1 000 population (head counts),Netherlands,0.89
Other generalist (non-specialist) medical practitioners,Density per 1 000 population (head counts),Netherlands,0.83
Specialist medical practitioners,Density per 1 000 population (head counts),Netherlands,2.0
Practising physicians,Density per 1 000 population (head counts),New Zealand,3.38
Professionally active physicians,Density per 1 000 population (head counts),New Zealand,3.39
Physicians licensed to practice,Density per 1 000 population (head counts),New Zealand,3.55
Generalist medical practitioners,Density per 1 000 population (head counts),New Zealand,1.37
General paediatricians,Density per 1 000 population (head counts),New Zealand,0.14
Obstetricians and gynaecologists,Density per 1 000 population (head counts),New Zealand,0.1
Psychiatrists,Density per 1 000 population (head counts),New Zealand,0.19
Medical group of specialists,Density per 1 000 population (head counts),New Zealand,0.72
Surgical group of specialists,Density per 1 000 population (head counts),New Zealand,0.75
Medical doctors not further defined,Density per 1 000 population (head counts),New Zealand,0.05
Practising midwives,Density per 1 000 population (head counts),New Zealand,0.56
Professionally active midwives,Density per 1 000 population (head counts),New Zealand,0.63
Midwives licensed to practice,Density per 1 000 population (head counts),New Zealand,0.65
Practising nurses,Density per 1 000 population (head counts),New Zealand,10.24
"Professional nurses, practising",Density per 1 000 population (head counts),New Zealand,9.77
"Associate Professional nurses, practising",Density per 1 000 population (head counts),New Zealand,0.47
Professionally active nurses,Density per 1 000 population (head counts),New Zealand,10.95
"Professional nurses, professionally active",Density per 1 000 population (head counts),New Zealand,10.47
"Associate Professional nurses, professionally active",Density per 1 000 population (head counts),New Zealand,0.48
Nurses licensed to practice,Density per 1 000 population (head counts),New Zealand,11.61
"Professional nurses, licensed to practice",Density per 1 000 population (head counts),New Zealand,11.11
"Associate Professional nurses, licensed to practice",Density per 1 000 population (head counts),New Zealand,0.5
Dentists licensed to practice,Density per 1 000 population (head counts),New Zealand,0.62
Practising pharmacists,Density per 1 000 population (head counts),New Zealand,0.7
Professionally active pharmacists,Density per 1 000 population (head counts),New Zealand,0.77
Pharmacists licensed to practice,Density per 1 000 population (head counts),New Zealand,1.0
Practising physiotherapists,Density per 1 000 population (head counts),New Zealand,1.15
Other specialists not elsewhere classified,Density per 1 000 population (head counts),New Zealand,0.05
General practitioners,Density per 1 000 population (head counts),New Zealand,0.98
Other generalist (non-specialist) medical practitioners,Density per 1 000 population (head counts),New Zealand,0.39
Specialist medical practitioners,Density per 1 000 population (head counts),New Zealand,1.96
Total health and social employment,Density per 1 000 population (head counts),Norway,106.96
Practising physicians,Density per 1 000 population (head counts),Norway,4.97
Professionally active physicians,Density per 1 000 population (head counts),Norway,5.63
Physicians licensed to practice,Density per 1 000 population (head counts),Norway,6.63
Generalist medical practitioners,Density per 1 000 population (head counts),Norway,0.97
General paediatricians,Density per 1 000 population (head counts),Norway,0.18
Obstetricians and gynaecologists,Density per 1 000 population (head counts),Norway,0.12
Psychiatrists,Density per 1 000 population (head counts),Norway,0.26
Medical group of specialists,Density per 1 000 population (head counts),Norway,0.87
Surgical group of specialists,Density per 1 000 population (head counts),Norway,0.58
Medical doctors not further defined,Density per 1 000 population (head counts),Norway,1.91
Practising midwives,Density per 1 000 population (head counts),Norway,0.55
Professionally active midwives,Density per 1 000 population (head counts),Norway,0.61
Midwives licensed to practice,Density per 1 000 population (head counts),Norway,0.88
Practising nurses,Density per 1 000 population (head counts),Norway,17.88
"Professional nurses, practising",Density per 1 000 population (head counts),Norway,17.88
"Associate Professional nurses, practising",Density per 1 000 population (head counts),Norway,0.0
Professionally active nurses,Density per 1 000 population (head counts),Norway,21.03
"Professional nurses, professionally active",Density per 1 000 population (head counts),Norway,21.03
"Associate Professional nurses, professionally active",Density per 1 000 population (head counts),Norway,0.0
Nurses licensed to practice,Density per 1 000 population (head counts),Norway,27.16
"Professional nurses, licensed to practice",Density per 1 000 population (head counts),Norway,27.16
"Associate Professional nurses, licensed to practice",Density per 1 000 population (head counts),Norway,0.0
Practising caring personnel,Density per 1 000 population (head counts),Norway,17.17
Professionally active caring personnel,Density per 1 000 population (head counts),Norway,22.13
Practising dentists,Density per 1 000 population (head counts),Norway,0.91
Professionally active dentists,Density per 1 000 population (head counts),Norway,1.01
Dentists licensed to practice,Density per 1 000 population (head counts),Norway,1.41
Practising pharmacists,Density per 1 000 population (head counts),Norway,0.86
Professionally active pharmacists,Density per 1 000 population (head counts),Norway,1.06
Pharmacists licensed to practice,Density per 1 000 population (head counts),Norway,1.32
Practising physiotherapists,Density per 1 000 population (head counts),Norway,2.48
Total hospital employment,Density per 1 000 population (head counts),Norway,21.82
Other specialists not elsewhere classified,Density per 1 000 population (head counts),Norway,0.08
General practitioners,Density per 1 000 population (head counts),Norway,0.86
Other generalist (non-specialist) medical practitioners,Density per 1 000 population (head counts),Norway,0.11
Specialist medical practitioners,Density per 1 000 population (head counts),Norway,2.1
Total health and social employment,Density per 1 000 population (head counts),Sweden,78.51
Physicians licensed to practice,Density per 1 000 population (head counts),Sweden,6.92
Midwives licensed to practice,Density per 1 000 population (head counts),Sweden,1.28
Nurses licensed to practice,Density per 1 000 population (head counts),Sweden,20.14
"Professional nurses, licensed to practice",Density per 1 000 population (head counts),Sweden,20.14
Dentists licensed to practice,Density per 1 000 population (head counts),Sweden,1.76
Pharmacists licensed to practice,Density per 1 000 population (head counts),Sweden,1.58
Total health and social employment,Density per 1 000 population (head counts),Switzerland,82.73
Practising physicians,Density per 1 000 population (head counts),Switzerland,4.35
Professionally active physicians,Density per 1 000 population (head counts),Switzerland,4.42
Generalist medical practitioners,Density per 1 000 population (head counts),Switzerland,1.13
General paediatricians,Density per 1 000 population (head counts),Switzerland,0.22
Obstetricians and gynaecologists,Density per 1 000 population (head counts),Switzerland,0.22
Psychiatrists,Density per 1 000 population (head counts),Switzerland,0.52
Medical group of specialists,Density per 1 000 population (head counts),Switzerland,0.8
Surgical group of specialists,Density per 1 000 population (head counts),Switzerland,0.84
Medical doctors not further defined,Density per 1 000 population (head counts),Switzerland,0.59
Practising midwives,Density per 1 000 population (head counts),Switzerland,0.34
Practising nurses,Density per 1 000 population (head counts),Switzerland,17.96
"Professional nurses, practising",Density per 1 000 population (head counts),Switzerland,11.59
"Associate Professional nurses, practising",Density per 1 000 population (head counts),Switzerland,6.37
Practising caring personnel,Density per 1 000 population (head counts),Switzerland,7.66
Practising dentists,Density per 1 000 population (head counts),Switzerland,0.41
Practising pharmacists,Density per 1 000 population (head counts),Switzerland,0.67
Total hospital employment,Density per 1 000 population (head counts),Switzerland,25.77
Other specialists not elsewhere classified,Density per 1 000 population (head counts),Switzerland,0.02
Specialist medical practitioners,Density per 1 000 population (head counts),Switzerland,2.63
Total health and social employment,Density per 1 000 population (head counts),United Kingdom,60.69
Practising physicians,Density per 1 000 population (head counts),United Kingdom,2.95
Physicians licensed to practice,Density per 1 000 population (head counts),United Kingdom,3.9
Generalist medical practitioners,Density per 1 000 population (head counts),United Kingdom,0.76
General paediatricians,Density per 1 000 population (head counts),United Kingdom,0.17
Obstetricians and gynaecologists,Density per 1 000 population (head counts),United Kingdom,0.12
Psychiatrists,Density per 1 000 population (head counts),United Kingdom,0.18
Medical group of specialists,Density per 1 000 population (head counts),United Kingdom,0.75
Surgical group of specialists,Density per 1 000 population (head counts),United Kingdom,0.86
Practising midwives,Density per 1 000 population (head counts),United Kingdom,0.48
Midwives licensed to practice,Density per 1 000 population (head counts),United Kingdom,0.56
Practising nurses,Density per 1 000 population (head counts),United Kingdom,8.2
"Professional nurses, practising",Density per 1 000 population (head counts),United Kingdom,6.61
"Associate Professional nurses, practising",Density per 1 000 population (head counts),United Kingdom,1.6
Nurses licensed to practice,Density per 1 000 population (head counts),United Kingdom,9.88
Practising caring personnel,Density per 1 000 population (head counts),United Kingdom,17.41
Practising dentists,Density per 1 000 population (head counts),United Kingdom,0.53
Practising pharmacists,Density per 1 000 population (head counts),United Kingdom,0.87
Practising physiotherapists,Density per 1 000 population (head counts),United Kingdom,0.47
Total hospital employment,Density per 1 000 population (head counts),United Kingdom,23.11
Other specialists not elsewhere classified,Density per 1 000 population (head counts),United Kingdom,0.1
General practitioners,Density per 1 000 population (head counts),United Kingdom,0.76
Specialist medical practitioners,Density per 1 000 population (head counts),United Kingdom,2.18
Total health and social employment,Density per 1 000 population (head counts),United States,66.11
Practising physicians,Density per 1 000 population (head counts),United States,2.64
Professionally active physicians,Density per 1 000 population (head counts),United States,2.77
Physicians licensed to practice,Density per 1 000 population (head counts),United States,3.55
Generalist medical practitioners,Density per 1 000 population (head counts),United States,0.31
General paediatricians,Density per 1 000 population (head counts),United States,0.26
Obstetricians and gynaecologists,Density per 1 000 population (head counts),United States,0.14
Psychiatrists,Density per 1 000 population (head counts),United States,0.14
Medical group of specialists,Density per 1 000 population (head counts),United States,0.75
Surgical group of specialists,Density per 1 000 population (head counts),United States,0.4
Professionally active nurses,Density per 1 000 population (head counts),United States,11.98
"Professional nurses, professionally active",Density per 1 000 population (head counts),United States,9.85
"Associate Professional nurses, professionally active",Density per 1 000 population (head counts),United States,2.13
Nurses licensed to practice,Density per 1 000 population (head counts),United States,17.59
"Professional nurses, licensed to practice",Density per 1 000 population (head counts),United States,14.62
"Associate Professional nurses, licensed to practice",Density per 1 000 population (head counts),United States,2.96
Practising caring personnel,Density per 1 000 population (head counts),United States,14.27
Professionally active dentists,Density per 1 000 population (head counts),United States,0.61
Professionally active pharmacists,Density per 1 000 population (head counts),United States,0.95
Practising physiotherapists,Density per 1 000 population (head counts),United States,0.71
Other specialists not elsewhere classified,Density per 1 000 population (head counts),United States,0.64
General practitioners,Density per 1 000 population (head counts),United States,0.31
Other generalist (non-specialist) medical practitioners,Density per 1 000 population (head counts),United States,0.0
Specialist medical practitioners,Density per 1 000 population (head counts),United States,2.33
Practising physicians,Density per 1 000 population (head counts),Brazil,2.32
Generalist medical practitioners,Density per 1 000 population (head counts),Brazil,0.56
Practising nurses,Density per 1 000 population (head counts),Brazil,7.43
Practising physicians,Density per 1 000 population (head counts),China (People's Republic of),2.24
Practising nurses,Density per 1 000 population (head counts),China (People's Republic of),3.1
Practising physicians,Density per 1 000 population (head counts),India,0.93
Practising nurses,Density per 1 000 population (head counts),India,2.39
Total health and social employment,Density per 1 000 population (head counts),Israel,50.39
Practising physicians,Density per 1 000 population (head counts),Israel,3.29
Professionally active physicians,Density per 1 000 population (head counts),Israel,3.37
Physicians licensed to practice,Density per 1 000 population (head counts),Israel,4.44
Generalist medical practitioners,Density per 1 000 population (head counts),Israel,0.98
General paediatricians,Density per 1 000 population (head counts),Israel,0.24
Obstetricians and gynaecologists,Density per 1 000 population (head counts),Israel,0.21
Psychiatrists,Density per 1 000 population (head counts),Israel,0.17
Medical group of specialists,Density per 1 000 population (head counts),Israel,1.1
Surgical group of specialists,Density per 1 000 population (head counts),Israel,0.67
Professionally active midwives,Density per 1 000 population (head counts),Israel,0.24
Midwives licensed to practice,Density per 1 000 population (head counts),Israel,0.32
Practising nurses,Density per 1 000 population (head counts),Israel,5.01
"Professional nurses, practising",Density per 1 000 population (head counts),Israel,4.72
"Associate Professional nurses, practising",Density per 1 000 population (head counts),Israel,0.3
Professionally active nurses,Density per 1 000 population (head counts),Israel,5.97
"Professional nurses, professionally active",Density per 1 000 population (head counts),Israel,5.21
"Associate Professional nurses, professionally active",Density per 1 000 population (head counts),Israel,0.76
Nurses licensed to practice,Density per 1 000 population (head counts),Israel,7.54
"Professional nurses, licensed to practice",Density per 1 000 population (head counts),Israel,6.21
"Associate Professional nurses, licensed to practice",Density per 1 000 population (head counts),Israel,1.33
Practising caring personnel,Density per 1 000 population (head counts),Israel,11.95
Practising dentists,Density per 1 000 population (head counts),Israel,0.83
Professionally active dentists,Density per 1 000 population (head counts),Israel,1.09
Dentists licensed to practice,Density per 1 000 population (head counts),Israel,1.33
Practising pharmacists,Density per 1 000 population (head counts),Israel,0.94
Professionally active pharmacists,Density per 1 000 population (head counts),Israel,0.93
Pharmacists licensed to practice,Density per 1 000 population (head counts),Israel,1.06
Practising physiotherapists,Density per 1 000 population (head counts),Israel,1.3
Total hospital employment,Density per 1 000 population (head counts),Israel,10.3
General practitioners,Density per 1 000 population (head counts),Israel,0.3
Other generalist (non-specialist) medical practitioners,Density per 1 000 population (head counts),Israel,0.69
Specialist medical practitioners,Density per 1 000 population (head counts),Israel,2.38
Total health and social employment,% of total civilian employment,Canada,11.38
Total health and social employment,% of total civilian employment,Denmark,17.48
Total health and social employment,% of total civilian employment,Germany,13.38
Total health and social employment,% of total civilian employment,Italy,7.84
Total health and social employment,% of total civilian employment,Norway,20.16
Total health and social employment,% of total civilian employment,Sweden,15.74
Total health and social employment,% of total civilian employment,Switzerland,13.91
Total health and social employment,% of total civilian employment,United Kingdom,12.36
Total health and social employment,% of total civilian employment,United States,13.59
Total health and social employment,% of total civilian employment,Israel,10.7
Generalist medical practitioners,% of physicians (head counts),Australia,44.52
General paediatricians,% of physicians (head counts),Australia,2.63
Obstetricians and gynaecologists,% of physicians (head counts),Australia,2.29
Psychiatrists,% of physicians (head counts),Australia,4.62
Medical group of specialists,% of physicians (head counts),Australia,15.31
Surgical group of specialists,% of physicians (head counts),Australia,17.59
Medical doctors not further defined,% of physicians (head counts),Australia,7.29
Other specialists not elsewhere classified,% of physicians (head counts),Australia,5.75
General practitioners,% of physicians (head counts),Australia,32.05
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),Australia,12.47
Specialist medical practitioners,% of physicians (head counts),Australia,48.2
Generalist medical practitioners,% of physicians (head counts),Canada,47.49
General paediatricians,% of physicians (head counts),Canada,3.6
Obstetricians and gynaecologists,% of physicians (head counts),Canada,2.91
Psychiatrists,% of physicians (head counts),Canada,6.29
Medical group of specialists,% of physicians (head counts),Canada,23.72
Surgical group of specialists,% of physicians (head counts),Canada,15.29
Other specialists not elsewhere classified,% of physicians (head counts),Canada,0.69
General practitioners,% of physicians (head counts),Canada,47.49
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),Canada,0.0
Specialist medical practitioners,% of physicians (head counts),Canada,52.51
Generalist medical practitioners,% of physicians (head counts),France,44.3
General paediatricians,% of physicians (head counts),France,3.9
Obstetricians and gynaecologists,% of physicians (head counts),France,3.75
Psychiatrists,% of physicians (head counts),France,7.21
Medical group of specialists,% of physicians (head counts),France,24.28
Surgical group of specialists,% of physicians (head counts),France,15.11
Other specialists not elsewhere classified,% of physicians (head counts),France,1.45
General practitioners,% of physicians (head counts),France,27.44
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),France,16.86
Specialist medical practitioners,% of physicians (head counts),France,55.7
Generalist medical practitioners,% of physicians (head counts),Germany,22.91
General paediatricians,% of physicians (head counts),Germany,3.98
Obstetricians and gynaecologists,% of physicians (head counts),Germany,5.87
Psychiatrists,% of physicians (head counts),Germany,6.31
Medical group of specialists,% of physicians (head counts),Germany,32.56
Surgical group of specialists,% of physicians (head counts),Germany,27.76
Medical doctors not further defined,% of physicians (head counts),Germany,0.0
Other specialists not elsewhere classified,% of physicians (head counts),Germany,0.61
General practitioners,% of physicians (head counts),Germany,16.35
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),Germany,6.55
Specialist medical practitioners,% of physicians (head counts),Germany,77.09
Generalist medical practitioners,% of physicians (head counts),Italy,21.72
General paediatricians,% of physicians (head counts),Italy,7.04
Obstetricians and gynaecologists,% of physicians (head counts),Italy,5.04
Psychiatrists,% of physicians (head counts),Italy,4.29
Medical group of specialists,% of physicians (head counts),Italy,36.79
Surgical group of specialists,% of physicians (head counts),Italy,25.12
Other specialists not elsewhere classified,% of physicians (head counts),Italy,0.0
General practitioners,% of physicians (head counts),Italy,17.54
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),Italy,4.19
Specialist medical practitioners,% of physicians (head counts),Italy,78.28
Generalist medical practitioners,% of physicians (head counts),Netherlands,46.23
General paediatricians,% of physicians (head counts),Netherlands,2.85
Obstetricians and gynaecologists,% of physicians (head counts),Netherlands,2.58
Psychiatrists,% of physicians (head counts),Netherlands,6.44
Medical group of specialists,% of physicians (head counts),Netherlands,24.65
Surgical group of specialists,% of physicians (head counts),Netherlands,11.32
Other specialists not elsewhere classified,% of physicians (head counts),Netherlands,5.93
General practitioners,% of physicians (head counts),Netherlands,23.86
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),Netherlands,22.37
Specialist medical practitioners,% of physicians (head counts),Netherlands,53.77
Generalist medical practitioners,% of physicians (head counts),New Zealand,40.57
General paediatricians,% of physicians (head counts),New Zealand,4.06
Obstetricians and gynaecologists,% of physicians (head counts),New Zealand,3.06
Psychiatrists,% of physicians (head counts),New Zealand,5.63
Medical group of specialists,% of physicians (head counts),New Zealand,21.39
Surgical group of specialists,% of physicians (head counts),New Zealand,22.29
Medical doctors not further defined,% of physicians (head counts),New Zealand,1.41
Other specialists not elsewhere classified,% of physicians (head counts),New Zealand,1.59
General practitioners,% of physicians (head counts),New Zealand,28.93
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),New Zealand,11.64
Specialist medical practitioners,% of physicians (head counts),New Zealand,58.01
Generalist medical practitioners,% of physicians (head counts),Norway,19.43
General paediatricians,% of physicians (head counts),Norway,3.57
Obstetricians and gynaecologists,% of physicians (head counts),Norway,2.48
Psychiatrists,% of physicians (head counts),Norway,5.18
Medical group of specialists,% of physicians (head counts),Norway,17.61
Surgical group of specialists,% of physicians (head counts),Norway,11.72
Medical doctors not further defined,% of physicians (head counts),Norway,38.36
Other specialists not elsewhere classified,% of physicians (head counts),Norway,1.65
General practitioners,% of physicians (head counts),Norway,17.26
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),Norway,2.16
Specialist medical practitioners,% of physicians (head counts),Norway,42.21
Generalist medical practitioners,% of physicians (head counts),Switzerland,26.07
General paediatricians,% of physicians (head counts),Switzerland,5.11
Obstetricians and gynaecologists,% of physicians (head counts),Switzerland,5.13
Psychiatrists,% of physicians (head counts),Switzerland,12.04
Medical group of specialists,% of physicians (head counts),Switzerland,18.33
Surgical group of specialists,% of physicians (head counts),Switzerland,19.36
Medical doctors not further defined,% of physicians (head counts),Switzerland,13.46
Other specialists not elsewhere classified,% of physicians (head counts),Switzerland,0.5
Specialist medical practitioners,% of physicians (head counts),Switzerland,60.47
Generalist medical practitioners,% of physicians (head counts),United Kingdom,25.97
General paediatricians,% of physicians (head counts),United Kingdom,5.73
Obstetricians and gynaecologists,% of physicians (head counts),United Kingdom,4.19
Psychiatrists,% of physicians (head counts),United Kingdom,6.27
Medical group of specialists,% of physicians (head counts),United Kingdom,25.46
Surgical group of specialists,% of physicians (head counts),United Kingdom,29.21
Other specialists not elsewhere classified,% of physicians (head counts),United Kingdom,3.26
General practitioners,% of physicians (head counts),United Kingdom,25.97
Specialist medical practitioners,% of physicians (head counts),United Kingdom,73.87
Generalist medical practitioners,% of physicians (head counts),United States,11.64
General paediatricians,% of physicians (head counts),United States,9.98
Obstetricians and gynaecologists,% of physicians (head counts),United States,5.14
Psychiatrists,% of physicians (head counts),United States,5.49
Medical group of specialists,% of physicians (head counts),United States,28.6
Surgical group of specialists,% of physicians (head counts),United States,15.07
Other specialists not elsewhere classified,% of physicians (head counts),United States,24.08
General practitioners,% of physicians (head counts),United States,11.64
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),United States,0.0
Specialist medical practitioners,% of physicians (head counts),United States,88.36
Generalist medical practitioners,% of physicians (head counts),Israel,29.25
General paediatricians,% of physicians (head counts),Israel,7.11
Obstetricians and gynaecologists,% of physicians (head counts),Israel,6.31
Psychiatrists,% of physicians (head counts),Israel,4.9
Medical group of specialists,% of physicians (head counts),Israel,32.67
Surgical group of specialists,% of physicians (head counts),Israel,19.75
General practitioners,% of physicians (head counts),Israel,8.78
Other generalist (non-specialist) medical practitioners,% of physicians (head counts),Israel,20.47
Specialist medical practitioners,% of physicians (head counts),Israel,70.75
Total hospital employment,Density per 1 000 population (FTE),Canada,12.82
Total hospital employment,Density per 1 000 population (FTE),France,17.55
Total hospital employment,Density per 1 000 population (FTE),Germany,12.62
Total hospital employment,Density per 1 000 population (FTE),Netherlands,11.57
Total hospital employment,Density per 1 000 population (FTE),Norway,19.06
Total hospital employment,Density per 1 000 population (FTE),Switzerland,19.93
Total hospital employment,Density per 1 000 population (FTE),United Kingdom,20.41
Total hospital employment,Density per 1 000 population (FTE),Israel,9.66
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",Canada,56873.98
Remuneration of specialists,"Salaried, income, US$ exchange rate",Germany,158853.48
Remuneration of specialists,"Salaried, income, US$ exchange rate",Italy,78795.36
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",Italy,32645.01
Remuneration of general practitioners,"Salaried, income, US$ exchange rate",Netherlands,125192.58
Remuneration of specialists,"Salaried, income, US$ exchange rate",Netherlands,175703.24
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",Netherlands,63105.42
Remuneration of specialists,"Salaried, income, US$ exchange rate",New Zealand,139558.92
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",New Zealand,57460.59
Remuneration of specialists,"Salaried, income, US$ exchange rate",Norway,119604.55
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",Norway,66986.48
Remuneration of specialists,"Salaried, income, US$ exchange rate",Sweden,104092.16
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",Switzerland,75637.31
Remuneration of general practitioners,"Salaried, income, US$ exchange rate",United Kingdom,75170.56
Remuneration of specialists,"Salaried, income, US$ exchange rate",United Kingdom,150858.0
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",United Kingdom,47111.93
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",United States,79400.0
Remuneration of general practitioners,"Salaried, income, US$ exchange rate",Israel,78041.21
Remuneration of specialists,"Salaried, income, US$ exchange rate",Israel,167943.74
Remuneration of hospital nurses,"Salaried, income, US$ exchange rate",Israel,66502.51
Remuneration of general practitioners,"Self-employed, income, US$ exchange rate",Australia,102446.49
Remuneration of specialists,"Self-employed, income, US$ exchange rate",Australia,214087.94
Remuneration of general practitioners,"Self-employed, income, US$ exchange rate",Israel,110415.49
Remuneration of specialists,"Self-employed, income, US$ exchange rate",Israel,184115.03
Medical graduates,Per 1 000 practising physicians,Australia,41.45
Medical graduates,Per 1 000 practising physicians,Canada,27.77
Medical graduates,Per 1 000 practising physicians,Germany,28.03
Medical graduates,Per 1 000 practising physicians,Italy,43.35
Medical graduates,Per 1 000 practising physicians,Netherlands,40.66
Medical graduates,Per 1 000 practising physicians,New Zealand,29.32
Medical graduates,Per 1 000 practising physicians,Norway,22.81
Medical graduates,Per 1 000 practising physicians,Switzerland,27.27
Medical graduates,Per 1 000 practising physicians,United Kingdom,44.36
Medical graduates,Per 1 000 practising physicians,United States,30.75
Medical graduates,Per 1 000 practising physicians,Israel,21.94
Remuneration of hospital nurses,"Salaried, income, /capita GDP",Canada,1.23
Remuneration of specialists,"Salaried, income, /capita GDP",Germany,3.42
Remuneration of specialists,"Salaried, income, /capita GDP",Italy,2.35
Remuneration of hospital nurses,"Salaried, income, /capita GDP",Italy,0.97
Remuneration of general practitioners,"Salaried, income, /capita GDP",Netherlands,2.39
Remuneration of specialists,"Salaried, income, /capita GDP",Netherlands,3.36
Remuneration of hospital nurses,"Salaried, income, /capita GDP",Netherlands,1.21
Remuneration of specialists,"Salaried, income, /capita GDP",New Zealand,3.28
Remuneration of hospital nurses,"Salaried, income, /capita GDP",New Zealand,1.35
Remuneration of specialists,"Salaried, income, /capita GDP",Norway,1.58
Remuneration of hospital nurses,"Salaried, income, /capita GDP",Norway,0.88
Remuneration of specialists,"Salaried, income, /capita GDP",Sweden,2.01
Remuneration of hospital nurses,"Salaried, income, /capita GDP",Switzerland,0.89
Remuneration of general practitioners,"Salaried, income, /capita GDP",United Kingdom,1.77
Remuneration of specialists,"Salaried, income, /capita GDP",United Kingdom,3.56
Remuneration of hospital nurses,"Salaried, income, /capita GDP",United Kingdom,1.11
Remuneration of hospital nurses,"Salaried, income, /capita GDP",United States,1.22
Remuneration of general practitioners,"Salaried, income, /capita GDP",Israel,1.79
Remuneration of specialists,"Salaried, income, /capita GDP",Israel,3.85
Remuneration of hospital nurses,"Salaried, income, /capita GDP",Israel,1.53
Remuneration of general practitioners,"Self-employed, income, /capita GDP",Australia,1.88
Remuneration of specialists,"Self-employed, income, /capita GDP",Australia,3.93
Remuneration of general practitioners,"Self-employed, income, /capita GDP",Israel,2.53
Remuneration of specialists,"Self-employed, income, /capita GDP",Israel,4.22
Obstetricians and gynaecologists,Per 1 000 live births,France,10.61
Practising midwives,Per 1 000 live births,France,30.69
Professionally active midwives,Per 1 000 live births,France,30.74
Obstetricians and gynaecologists,Per 1 000 live births,Germany,27.55
Practising midwives,Per 1 000 live births,Germany,32.13
