Country,Indicator,Gender,Age Group,VAL,Value.1
Canada,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI_DIAB,53.7
Canada,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI_DIAB,47.0
Canada,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,13.9
Canada,Hypertension hospital admission,Total,15 years old and over,LOW_CI,13.5
Canada,Hypertension hospital admission,Total,15 years old and over,UP_CI,14.3
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,226.8
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,224.9
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,228.8
Canada,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,181.5
Canada,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,179.7
Canada,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,183.2
Canada,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MPOP,6.8
Canada,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI,6.5
Canada,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI,7.0
Canada,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MDIAB,50.4
Canada,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI_DIAB,53.9
Canada,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI_DIAB,47.0
Denmark,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,43.0
Denmark,Asthma hospital admission,Male,15 years old and over,LOW_CI,40.3
Denmark,Asthma hospital admission,Male,15 years old and over,UP_CI,45.6
Denmark,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,276.6
Denmark,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,270.2
Denmark,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,282.9
Denmark,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,241.0
Denmark,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,234.9
Denmark,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,247.1
Denmark,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,166.8
Denmark,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,161.7
Denmark,Diabetes hospital admission ,Male,15 years old and over,UP_CI,171.8
Denmark,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MPOP,11.4
Denmark,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI,10.1
Denmark,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI,12.7
Denmark,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MDIAB,96.9
Denmark,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI_DIAB,109.2
Denmark,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI_DIAB,84.6
Denmark,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,50.3
Denmark,Hypertension hospital admission,Male,15 years old and over,LOW_CI,47.5
Denmark,Hypertension hospital admission,Male,15 years old and over,UP_CI,53.0
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,319.5
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,310.5
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,328.5
Denmark,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,291.3
Denmark,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,282.4
Denmark,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,300.1
Denmark,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MPOP,13.8
Denmark,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI,12.4
Denmark,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI,15.2
Denmark,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MDIAB,114.4
Denmark,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI_DIAB,127.5
Denmark,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI_DIAB,101.3
Denmark,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,89.1
Denmark,Asthma hospital admission,Female,15 years old and over,LOW_CI,85.3
Denmark,Asthma hospital admission,Female,15 years old and over,UP_CI,92.9
Denmark,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,297.8
Denmark,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,291.8
Denmark,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,303.8
Denmark,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,113.8
Denmark,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,110.1
Denmark,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,117.5
Denmark,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,95.1
Denmark,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,91.4
Denmark,Diabetes hospital admission ,Female,15 years old and over,UP_CI,98.9
Denmark,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MPOP,3.5
Denmark,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI,2.9
Denmark,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI,4.2
Denmark,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MDIAB,39.4
Denmark,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI_DIAB,47.4
Denmark,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI_DIAB,31.5
Denmark,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,63.5
Denmark,Hypertension hospital admission,Female,15 years old and over,LOW_CI,60.6
Denmark,Hypertension hospital admission,Female,15 years old and over,UP_CI,66.4
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,386.9
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,377.1
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,396.8
Denmark,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,177.3
Denmark,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,170.7
Denmark,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,183.9
Denmark,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MPOP,5.2
Denmark,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI,4.4
Denmark,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI,6.0
Denmark,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MDIAB,60.6
Denmark,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI_DIAB,71.2
Denmark,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI_DIAB,49.9
Denmark,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,66.5
Denmark,Asthma hospital admission,Total,15 years old and over,LOW_CI,64.2
Denmark,Asthma hospital admission,Total,15 years old and over,UP_CI,68.9
Denmark,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,287.0
Denmark,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,282.7
Denmark,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,291.4
Denmark,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,168.3
Denmark,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,164.9
Denmark,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,171.6
Denmark,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,128.1
Denmark,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,125.0
Denmark,Diabetes hospital admission ,Total,15 years old and over,UP_CI,131.2
Denmark,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MPOP,6.6
Denmark,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI,5.9
Denmark,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI,7.3
Denmark,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MDIAB,58.3
Denmark,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI_DIAB,65.5
Denmark,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI_DIAB,51.1
Denmark,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,58.6
Denmark,Hypertension hospital admission,Total,15 years old and over,LOW_CI,56.6
Denmark,Hypertension hospital admission,Total,15 years old and over,UP_CI,60.7
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,353.6
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,346.9
Denmark,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,360.2
Denmark,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,226.9
Denmark,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,221.5
Denmark,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,232.3
Denmark,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MPOP,9.2
Denmark,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI,8.5
Denmark,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI,10.0
Denmark,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MDIAB,91.7
Denmark,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI_DIAB,100.2
Denmark,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI_DIAB,83.3
Germany,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,22.7
Germany,Asthma hospital admission,Male,15 years old and over,LOW_CI,22.2
Germany,Asthma hospital admission,Male,15 years old and over,UP_CI,23.2
Germany,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,292.8
Germany,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,291.2
Germany,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,294.4
Germany,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,461.7
Germany,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,459.6
Germany,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,463.7
Germany,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,269.2
Germany,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,267.6
Germany,Diabetes hospital admission ,Male,15 years old and over,UP_CI,270.9
Germany,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MPOP,12.5
Germany,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI,12.2
Germany,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI,12.9
Germany,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,183.9
Germany,Hypertension hospital admission,Male,15 years old and over,LOW_CI,182.6
Germany,Hypertension hospital admission,Male,15 years old and over,UP_CI,185.3
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,315.5
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,313.4
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,317.6
Germany,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,645.6
Germany,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,642.2
Germany,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,649.0
Germany,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,39.3
Germany,Asthma hospital admission,Female,15 years old and over,LOW_CI,38.7
Germany,Asthma hospital admission,Female,15 years old and over,UP_CI,40.0
Germany,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,216.7
Germany,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,215.4
Germany,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,218.0
Germany,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,340.1
Germany,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,338.7
Germany,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,341.6
Germany,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,151.8
Germany,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,150.6
Germany,Diabetes hospital admission ,Female,15 years old and over,UP_CI,153.0
Germany,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MPOP,4.0
Germany,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI,3.9
Germany,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI,4.2
Germany,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,304.3
Germany,Hypertension hospital admission,Female,15 years old and over,LOW_CI,302.7
Germany,Hypertension hospital admission,Female,15 years old and over,UP_CI,305.8
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,256.1
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,254.1
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,258.0
Germany,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,644.4
Germany,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,641.4
Germany,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,647.4
Germany,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,31.5
Germany,Asthma hospital admission,Total,15 years old and over,LOW_CI,31.0
Germany,Asthma hospital admission,Total,15 years old and over,UP_CI,31.9
Germany,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,249.6
Germany,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,248.5
Germany,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,250.6
Germany,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,393.8
Germany,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,392.6
Germany,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,395.0
Germany,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,206.1
Germany,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,205.1
Germany,Diabetes hospital admission ,Total,15 years old and over,UP_CI,207.1
Germany,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MPOP,7.9
Germany,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI,7.7
Germany,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI,8.1
Germany,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,254.5
Germany,Hypertension hospital admission,Total,15 years old and over,LOW_CI,253.4
Germany,Hypertension hospital admission,Total,15 years old and over,UP_CI,255.5
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,281.0
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,279.6
Germany,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,282.5
Germany,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,648.3
Germany,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,646.0
Germany,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,650.5
Italy,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,6.9
Italy,Asthma hospital admission,Male,15 years old and over,LOW_CI,6.5
Italy,Asthma hospital admission,Male,15 years old and over,UP_CI,7.2
Italy,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,52.2
Italy,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,51.4
Italy,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,53.0
Italy,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,257.0
Italy,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,255.3
Italy,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,258.8
Italy,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,55.9
Italy,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,55.1
Italy,Diabetes hospital admission ,Male,15 years old and over,UP_CI,56.8
Italy,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MPOP,3.8
Italy,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI,3.5
Italy,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI,4.0
Italy,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,13.1
Italy,Hypertension hospital admission,Male,15 years old and over,LOW_CI,12.7
Italy,Hypertension hospital admission,Male,15 years old and over,UP_CI,13.5
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,59.1
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,57.9
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,60.2
Italy,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,270.2
Italy,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,268.0
Italy,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,272.3
Italy,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MPOP,4.9
Italy,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI,4.7
Italy,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI,5.1
Italy,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,10.7
Italy,Asthma hospital admission,Female,15 years old and over,LOW_CI,10.3
Italy,Asthma hospital admission,Female,15 years old and over,UP_CI,11.1
Italy,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,30.0
Italy,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,29.5
Italy,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,30.6
Italy,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,165.8
Italy,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,164.7
Italy,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,167.0
Italy,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,28.0
Italy,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,27.4
Italy,Diabetes hospital admission ,Female,15 years old and over,UP_CI,28.6
Italy,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MPOP,1.2
Italy,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI,1.1
Italy,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI,1.3
Italy,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,9.8
Italy,Hypertension hospital admission,Female,15 years old and over,LOW_CI,9.5
Italy,Hypertension hospital admission,Female,15 years old and over,UP_CI,10.2
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,40.7
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,39.8
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,41.6
Italy,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,175.7
Italy,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,174.2
Italy,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,177.1
Italy,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MPOP,1.6
Italy,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI,1.5
Italy,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI,1.7
Italy,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,8.9
Italy,Asthma hospital admission,Total,15 years old and over,LOW_CI,8.6
Italy,Asthma hospital admission,Total,15 years old and over,UP_CI,9.1
Italy,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,39.1
Italy,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,38.7
Italy,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,39.6
Italy,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,204.6
Italy,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,203.6
Italy,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,205.6
Italy,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,40.7
Italy,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,40.2
Italy,Diabetes hospital admission ,Total,15 years old and over,UP_CI,41.2
Italy,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MPOP,2.4
Italy,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI,2.3
Italy,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI,2.5
Italy,Hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,11.5
Italy,Hypertension hospital admission,Total,15 years old and over,LOW_CI,11.2
Italy,Hypertension hospital admission,Total,15 years old and over,UP_CI,11.7
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,48.0
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,47.3
Italy,Asthma and chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,48.7
Italy,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,216.1
Italy,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,LOW_CI,214.8
Italy,Congestive heart failure and hypertension hospital admission,Total,15 years old and over,UP_CI,217.3
Italy,Diabetes lower extremity amputation using linked data,Total,15 years old and over,AS_STD_RATE_MPOP,3.1
Italy,Diabetes lower extremity amputation using linked data,Total,15 years old and over,LOW_CI,3.0
Italy,Diabetes lower extremity amputation using linked data,Total,15 years old and over,UP_CI,3.2
Norway,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,13.4
Norway,Asthma hospital admission,Male,15 years old and over,LOW_CI,11.9
Norway,Asthma hospital admission,Male,15 years old and over,UP_CI,15.0
Norway,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,215.4
Norway,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,209.3
Norway,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,221.6
Norway,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,219.9
Norway,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,213.5
Norway,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,226.3
Norway,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,86.6
Norway,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,82.7
Norway,Diabetes hospital admission ,Male,15 years old and over,UP_CI,90.5
Norway,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MPOP,8.2
Norway,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI,7.0
Norway,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI,9.4
Norway,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,27.9
Norway,Hypertension hospital admission,Male,15 years old and over,LOW_CI,25.7
Norway,Hypertension hospital admission,Male,15 years old and over,UP_CI,30.1
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,228.9
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,221.2
Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,236.6
Norway,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,247.8
Norway,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,239.2
Norway,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,256.4
Norway,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MPOP,7.7
Norway,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI,6.5
Norway,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI,8.8
Norway,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,28.2
Norway,Asthma hospital admission,Female,15 years old and over,LOW_CI,26.0
Norway,Asthma hospital admission,Female,15 years old and over,UP_CI,30.4
Norway,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,229.5
Norway,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,223.7
Norway,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,235.4
Norway,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,129.0
Norway,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,124.8
Norway,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,133.2
Norway,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,56.9
Norway,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,53.8
Norway,Diabetes hospital admission ,Female,15 years old and over,UP_CI,60.1
Norway,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MPOP,3.1
Norway,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI,2.4
Norway,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI,3.7
Norway,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,40.1
