Variable,Measure,Country,Value
Other conditions originating in the perinatal period,Number,Italy,47630.0
Other conditions originating in the perinatal period,Per 100 000 population,Italy,79.7
Other conditions originating in the perinatal period,Number,Netherlands,69362.0
Other conditions originating in the perinatal period,Per 100 000 population,Netherlands,399.9
Other conditions originating in the perinatal period,Number,Norway,5201.0
Other conditions originating in the perinatal period,Per 100 000 population,Norway,97.3
Other conditions originating in the perinatal period,Number,Sweden,12044.0
Other conditions originating in the perinatal period,Per 100 000 population,Sweden,117.2
Other conditions originating in the perinatal period,Number,Switzerland,27584.0
Other conditions originating in the perinatal period,Per 100 000 population,Switzerland,321.7
Other conditions originating in the perinatal period,Number,Israel,12762.0
Other conditions originating in the perinatal period,Per 100 000 population,Israel,141.0
"Congenital malformations, deformations and chromosomal abnormalities",Number,Canada,12991.0
"Congenital malformations, deformations and chromosomal abnormalities",Per 100 000 population,Canada,34.6
"Congenital malformations, deformations and chromosomal abnormalities",Number,France,46940.0
"Congenital malformations, deformations and chromosomal abnormalities",Per 100 000 population,France,69.8
"Congenital malformations, deformations and chromosomal abnormalities",Number,Italy,61489.0
"Congenital malformations, deformations and chromosomal abnormalities",Per 100 000 population,Italy,102.9
"Congenital malformations, deformations and chromosomal abnormalities",Number,Netherlands,9177.0
"Congenital malformations, deformations and chromosomal abnormalities",Per 100 000 population,Netherlands,52.9
"Congenital malformations, deformations and chromosomal abnormalities",Number,Norway,6193.0
"Congenital malformations, deformations and chromosomal abnormalities",Per 100 000 population,Norway,115.8
"Congenital malformations, deformations and chromosomal abnormalities",Number,Sweden,7156.0
"Congenital malformations, deformations and chromosomal abnormalities",Per 100 000 population,Sweden,69.6
"Congenital malformations, deformations and chromosomal abnormalities",Number,Switzerland,10056.0
"Congenital malformations, deformations and chromosomal abnormalities",Per 100 000 population,Switzerland,117.3
"Congenital malformations, deformations and chromosomal abnormalities",Number,Israel,11410.0
"Congenital malformations, deformations and chromosomal abnormalities",Per 100 000 population,Israel,126.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Number,Canada,157170.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Per 100 000 population,Canada,418.1
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Number,France,749323.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Per 100 000 population,France,1114.3
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Number,Italy,235534.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Per 100 000 population,Italy,394.3
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Number,Netherlands,76403.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Per 100 000 population,Netherlands,440.5
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Number,Norway,59415.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Per 100 000 population,Norway,1111.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Number,Sweden,113479.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Per 100 000 population,Sweden,1104.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Number,Switzerland,44229.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Per 100 000 population,Switzerland,515.8
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Number,Israel,158198.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Per 100 000 population,Israel,1747.3
Pain in throat and chest,Number,Canada,14593.0
Pain in throat and chest,Per 100 000 population,Canada,38.8
Pain in throat and chest,Number,France,71591.0
Pain in throat and chest,Per 100 000 population,France,106.5
Pain in throat and chest,Number,Italy,23594.0
Pain in throat and chest,Per 100 000 population,Italy,39.5
Pain in throat and chest,Number,Netherlands,13021.0
Pain in throat and chest,Per 100 000 population,Netherlands,75.1
Pain in throat and chest,Number,Norway,11581.0
Pain in throat and chest,Per 100 000 population,Norway,216.6
Pain in throat and chest,Number,Sweden,15056.0
Pain in throat and chest,Per 100 000 population,Sweden,146.5
Pain in throat and chest,Number,Switzerland,2752.0
Pain in throat and chest,Per 100 000 population,Switzerland,32.1
Pain in throat and chest,Number,Israel,26822.0
Pain in throat and chest,Per 100 000 population,Israel,296.2
Abdominal and pelvic Pain,Number,Canada,13787.0
Abdominal and pelvic Pain,Per 100 000 population,Canada,36.7
Abdominal and pelvic Pain,Number,France,79296.0
Abdominal and pelvic Pain,Per 100 000 population,France,117.9
Abdominal and pelvic Pain,Number,Italy,20897.0
Abdominal and pelvic Pain,Per 100 000 population,Italy,35.0
Abdominal and pelvic Pain,Number,Netherlands,9436.0
Abdominal and pelvic Pain,Per 100 000 population,Netherlands,54.4
Abdominal and pelvic Pain,Number,Norway,11162.0
Abdominal and pelvic Pain,Per 100 000 population,Norway,208.7
Abdominal and pelvic Pain,Number,Sweden,14347.0
Abdominal and pelvic Pain,Per 100 000 population,Sweden,139.6
Abdominal and pelvic Pain,Number,Switzerland,4476.0
Abdominal and pelvic Pain,Per 100 000 population,Switzerland,52.2
Abdominal and pelvic Pain,Number,Israel,17851.0
Abdominal and pelvic Pain,Per 100 000 population,Israel,197.2
Unknown and unspecified causes of morbidity,Number,Canada,7.0
Unknown and unspecified causes of morbidity,Per 100 000 population,Canada,0.0
Unknown and unspecified causes of morbidity,Number,France,56190.0
Unknown and unspecified causes of morbidity,Per 100 000 population,France,83.6
Unknown and unspecified causes of morbidity,Number,Italy,9958.0
Unknown and unspecified causes of morbidity,Per 100 000 population,Italy,16.7
Unknown and unspecified causes of morbidity,Number,Netherlands,2.0
Unknown and unspecified causes of morbidity,Per 100 000 population,Netherlands,0.0
Unknown and unspecified causes of morbidity,Number,Norway,2.0
Unknown and unspecified causes of morbidity,Per 100 000 population,Norway,0.0
Unknown and unspecified causes of morbidity,Number,Sweden,43.0
Unknown and unspecified causes of morbidity,Per 100 000 population,Sweden,0.4
Unknown and unspecified causes of morbidity,Number,Switzerland,615.0
Unknown and unspecified causes of morbidity,Per 100 000 population,Switzerland,7.2
Unknown and unspecified causes of morbidity,Number,Israel,13975.0
Unknown and unspecified causes of morbidity,Per 100 000 population,Israel,154.4
"Other symptoms, signs and abnormal clinical and laboratory findings",Number,Canada,128783.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Per 100 000 population,Canada,342.6
"Other symptoms, signs and abnormal clinical and laboratory findings",Number,France,542246.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Per 100 000 population,France,806.3
"Other symptoms, signs and abnormal clinical and laboratory findings",Number,Italy,181085.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Per 100 000 population,Italy,303.2
"Other symptoms, signs and abnormal clinical and laboratory findings",Number,Netherlands,53944.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Per 100 000 population,Netherlands,311.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Number,Norway,36670.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Per 100 000 population,Norway,685.7
"Other symptoms, signs and abnormal clinical and laboratory findings",Number,Sweden,84033.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Per 100 000 population,Sweden,817.5
"Other symptoms, signs and abnormal clinical and laboratory findings",Number,Switzerland,36386.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Per 100 000 population,Switzerland,424.3
"Other symptoms, signs and abnormal clinical and laboratory findings",Number,Israel,99550.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Per 100 000 population,Israel,1099.5
"Injury, poisoning and other consequences of external causes",Number,Canada,256535.0
"Injury, poisoning and other consequences of external causes",Per 100 000 population,Canada,682.5
"Injury, poisoning and other consequences of external causes",Number,France,851308.0
"Injury, poisoning and other consequences of external causes",Per 100 000 population,France,1265.9
"Injury, poisoning and other consequences of external causes",Number,Italy,592324.0
"Injury, poisoning and other consequences of external causes",Per 100 000 population,Italy,991.7
"Injury, poisoning and other consequences of external causes",Number,Netherlands,145552.0
"Injury, poisoning and other consequences of external causes",Per 100 000 population,Netherlands,839.2
"Injury, poisoning and other consequences of external causes",Number,Norway,80760.0
"Injury, poisoning and other consequences of external causes",Per 100 000 population,Norway,1510.1
"Injury, poisoning and other consequences of external causes",Number,Sweden,127256.0
"Injury, poisoning and other consequences of external causes",Per 100 000 population,Sweden,1238.0
"Injury, poisoning and other consequences of external causes",Number,Switzerland,189778.0
"Injury, poisoning and other consequences of external causes",Per 100 000 population,Switzerland,2213.1
"Injury, poisoning and other consequences of external causes",Number,Israel,91829.0
"Injury, poisoning and other consequences of external causes",Per 100 000 population,Israel,1014.2
Intracranial injury,Number,Canada,16543.0
Intracranial injury,Per 100 000 population,Canada,44.0
Intracranial injury,Number,France,86043.0
Intracranial injury,Per 100 000 population,France,127.9
Intracranial injury,Number,Italy,35140.0
Intracranial injury,Per 100 000 population,Italy,58.8
Intracranial injury,Number,Netherlands,9102.0
Intracranial injury,Per 100 000 population,Netherlands,52.5
Intracranial injury,Number,Norway,7328.0
Intracranial injury,Per 100 000 population,Norway,137.0
Intracranial injury,Number,Sweden,11212.0
Intracranial injury,Per 100 000 population,Sweden,109.1
Intracranial injury,Number,Switzerland,21253.0
Intracranial injury,Per 100 000 population,Switzerland,247.8
Intracranial injury,Number,Israel,3484.0
Intracranial injury,Per 100 000 population,Israel,38.5
Other injuries to the head,Number,Canada,7836.0
Other injuries to the head,Per 100 000 population,Canada,20.8
Other injuries to the head,Number,France,48744.0
Other injuries to the head,Per 100 000 population,France,72.5
Other injuries to the head,Number,Italy,19010.0
Other injuries to the head,Per 100 000 population,Italy,31.8
Other injuries to the head,Number,Netherlands,12651.0
Other injuries to the head,Per 100 000 population,Netherlands,72.9
Other injuries to the head,Number,Norway,2959.0
Other injuries to the head,Per 100 000 population,Norway,55.3
Other injuries to the head,Number,Sweden,6163.0
Other injuries to the head,Per 100 000 population,Sweden,60.0
Other injuries to the head,Number,Switzerland,8551.0
Other injuries to the head,Per 100 000 population,Switzerland,99.7
Other injuries to the head,Number,Israel,5242.0
Other injuries to the head,Per 100 000 population,Israel,57.9
Fracture of forearm,Number,Canada,8660.0
Fracture of forearm,Per 100 000 population,Canada,23.0
Fracture of forearm,Number,France,59038.0
Fracture of forearm,Per 100 000 population,France,87.8
Fracture of forearm,Number,Italy,33382.0
Fracture of forearm,Per 100 000 population,Italy,55.9
Fracture of forearm,Number,Netherlands,4909.0
Fracture of forearm,Per 100 000 population,Netherlands,28.3
Fracture of forearm,Number,Norway,5399.0
Fracture of forearm,Per 100 000 population,Norway,101.0
Fracture of forearm,Number,Sweden,4814.0
Fracture of forearm,Per 100 000 population,Sweden,46.8
Fracture of forearm,Number,Switzerland,13395.0
Fracture of forearm,Per 100 000 population,Switzerland,156.2
Fracture of forearm,Number,Israel,4912.0
Fracture of forearm,Per 100 000 population,Israel,54.3
Fracture of femur,Number,Canada,40834.0
Fracture of femur,Per 100 000 population,Canada,108.6
Fracture of femur,Number,France,112801.0
Fracture of femur,Per 100 000 population,France,167.7
Fracture of femur,Number,Italy,124396.0
Fracture of femur,Per 100 000 population,Italy,208.3
Fracture of femur,Number,Netherlands,23721.0
Fracture of femur,Per 100 000 population,Netherlands,136.8
Fracture of femur,Number,Norway,10460.0
Fracture of femur,Per 100 000 population,Norway,195.6
Fracture of femur,Number,Sweden,21301.0
Fracture of femur,Per 100 000 population,Sweden,207.2
Fracture of femur,Number,Switzerland,19956.0
Fracture of femur,Per 100 000 population,Switzerland,232.7
Fracture of femur,Number,Israel,9851.0
Fracture of femur,Per 100 000 population,Israel,108.8
"Fracture of lower leg, including ankle",Number,Canada,22568.0
"Fracture of lower leg, including ankle",Per 100 000 population,Canada,60.0
"Fracture of lower leg, including ankle",Number,France,58508.0
"Fracture of lower leg, including ankle",Per 100 000 population,France,87.0
"Fracture of lower leg, including ankle",Number,Italy,41692.0
"Fracture of lower leg, including ankle",Per 100 000 population,Italy,69.8
"Fracture of lower leg, including ankle",Number,Netherlands,9622.0
"Fracture of lower leg, including ankle",Per 100 000 population,Netherlands,55.5
"Fracture of lower leg, including ankle",Number,Norway,5940.0
"Fracture of lower leg, including ankle",Per 100 000 population,Norway,111.1
"Fracture of lower leg, including ankle",Number,Sweden,10063.0
"Fracture of lower leg, including ankle",Per 100 000 population,Sweden,97.9
"Fracture of lower leg, including ankle",Number,Switzerland,14110.0
"Fracture of lower leg, including ankle",Per 100 000 population,Switzerland,164.5
"Fracture of lower leg, including ankle",Number,Israel,6210.0
"Fracture of lower leg, including ankle",Per 100 000 population,Israel,68.6
Other injuries,Number,Canada,64045.0
Other injuries,Per 100 000 population,Canada,170.4
Other injuries,Number,France,304288.0
Other injuries,Per 100 000 population,France,452.5
Other injuries,Number,Italy,158131.0
Other injuries,Per 100 000 population,Italy,264.7
Other injuries,Number,Netherlands,30933.0
Other injuries,Per 100 000 population,Netherlands,178.3
Other injuries,Number,Norway,21572.0
Other injuries,Per 100 000 population,Norway,403.4
Other injuries,Number,Sweden,34932.0
Other injuries,Per 100 000 population,Sweden,339.8
Other injuries,Number,Switzerland,73219.0
Other injuries,Per 100 000 population,Switzerland,853.8
Other injuries,Number,Israel,36986.0
Other injuries,Per 100 000 population,Israel,408.5
Burns and corrosions,Number,Canada,2236.0
Burns and corrosions,Per 100 000 population,Canada,5.9
Burns and corrosions,Number,France,7761.0
Burns and corrosions,Per 100 000 population,France,11.5
Burns and corrosions,Number,Italy,3907.0
Burns and corrosions,Per 100 000 population,Italy,6.5
Burns and corrosions,Number,Netherlands,943.0
Burns and corrosions,Per 100 000 population,Netherlands,5.4
Burns and corrosions,Number,Norway,1029.0
Burns and corrosions,Per 100 000 population,Norway,19.2
Burns and corrosions,Number,Sweden,926.0
Burns and corrosions,Per 100 000 population,Sweden,9.0
Burns and corrosions,Number,Switzerland,1050.0
Burns and corrosions,Per 100 000 population,Switzerland,12.2
Burns and corrosions,Number,Israel,1867.0
Burns and corrosions,Per 100 000 population,Israel,20.6
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Number,Canada,18238.0
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Per 100 000 population,Canada,48.5
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Number,France,79873.0
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Per 100 000 population,France,118.8
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Number,Italy,5525.0
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Per 100 000 population,Italy,9.3
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Number,Netherlands,6860.0
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Per 100 000 population,Netherlands,39.6
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Number,Norway,3802.0
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Per 100 000 population,Norway,71.1
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Number,Sweden,7522.0
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Per 100 000 population,Sweden,73.2
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Number,Switzerland,2788.0
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Per 100 000 population,Switzerland,32.5
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Number,Israel,2853.0
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Per 100 000 population,Israel,31.5
"Complications of Surgical and medical care, n.e.c.",Number,Canada,69370.0
"Complications of Surgical and medical care, n.e.c.",Per 100 000 population,Canada,184.5
"Complications of Surgical and medical care, n.e.c.",Number,France,71655.0
"Complications of Surgical and medical care, n.e.c.",Per 100 000 population,France,106.6
"Complications of Surgical and medical care, n.e.c.",Number,Italy,79387.0
"Complications of Surgical and medical care, n.e.c.",Per 100 000 population,Italy,132.9
"Complications of Surgical and medical care, n.e.c.",Number,Netherlands,43399.0
"Complications of Surgical and medical care, n.e.c.",Per 100 000 population,Netherlands,250.2
"Complications of Surgical and medical care, n.e.c.",Number,Norway,18608.0
"Complications of Surgical and medical care, n.e.c.",Per 100 000 population,Norway,347.9
"Complications of Surgical and medical care, n.e.c.",Number,Sweden,26511.0
"Complications of Surgical and medical care, n.e.c.",Per 100 000 population,Sweden,257.9
"Complications of Surgical and medical care, n.e.c.",Number,Switzerland,32270.0
"Complications of Surgical and medical care, n.e.c.",Per 100 000 population,Switzerland,376.3
"Complications of Surgical and medical care, n.e.c.",Number,Israel,15511.0
"Complications of Surgical and medical care, n.e.c.",Per 100 000 population,Israel,171.3
"Sequelae of injuries, of poisoning and of Other external causes",Number,Canada,0.0
"Sequelae of injuries, of poisoning and of Other external causes",Per 100 000 population,Canada,0.0
"Sequelae of injuries, of poisoning and of Other external causes",Number,Italy,51932.0
"Sequelae of injuries, of poisoning and of Other external causes",Per 100 000 population,Italy,86.9
"Sequelae of injuries, of poisoning and of Other external causes",Number,Netherlands,283.0
"Sequelae of injuries, of poisoning and of Other external causes",Per 100 000 population,Netherlands,1.6
"Sequelae of injuries, of poisoning and of Other external causes",Number,Norway,1078.0
"Sequelae of injuries, of poisoning and of Other external causes",Per 100 000 population,Norway,20.2
"Sequelae of injuries, of poisoning and of Other external causes",Number,Sweden,529.0
"Sequelae of injuries, of poisoning and of Other external causes",Per 100 000 population,Sweden,5.1
"Sequelae of injuries, of poisoning and of Other external causes",Number,Switzerland,20.0
"Sequelae of injuries, of poisoning and of Other external causes",Per 100 000 population,Switzerland,0.2
"Sequelae of injuries, of poisoning and of Other external causes",Number,Israel,290.0
"Sequelae of injuries, of poisoning and of Other external causes",Per 100 000 population,Israel,3.2
Other and unspecified effects of external causes,Number,Canada,6205.0
Other and unspecified effects of external causes,Per 100 000 population,Canada,16.5
Other and unspecified effects of external causes,Number,France,22597.0
Other and unspecified effects of external causes,Per 100 000 population,France,33.6
Other and unspecified effects of external causes,Number,Italy,39822.0
Other and unspecified effects of external causes,Per 100 000 population,Italy,66.7
Other and unspecified effects of external causes,Number,Netherlands,3129.0
Other and unspecified effects of external causes,Per 100 000 population,Netherlands,18.0
Other and unspecified effects of external causes,Number,Norway,2585.0
Other and unspecified effects of external causes,Per 100 000 population,Norway,48.3
Other and unspecified effects of external causes,Number,Sweden,3283.0
Other and unspecified effects of external causes,Per 100 000 population,Sweden,31.9
Other and unspecified effects of external causes,Number,Switzerland,3166.0
Other and unspecified effects of external causes,Per 100 000 population,Switzerland,36.9
Other and unspecified effects of external causes,Number,Israel,4623.0
Other and unspecified effects of external causes,Per 100 000 population,Israel,51.1
Factors influencing health status and contact with health services,Number,Canada,148369.0
Factors influencing health status and contact with health services,Per 100 000 population,Canada,394.7
Factors influencing health status and contact with health services,Number,France,2682353.0
Factors influencing health status and contact with health services,Per 100 000 population,France,3988.7
Factors influencing health status and contact with health services,Number,Italy,678236.0
Factors influencing health status and contact with health services,Per 100 000 population,Italy,1135.5
Factors influencing health status and contact with health services,Number,Netherlands,51936.0
Factors influencing health status and contact with health services,Per 100 000 population,Netherlands,299.4
Factors influencing health status and contact with health services,Number,Norway,123138.0
Factors influencing health status and contact with health services,Per 100 000 population,Norway,2302.5
Factors influencing health status and contact with health services,Number,Sweden,148493.0
Factors influencing health status and contact with health services,Per 100 000 population,Sweden,1444.6
Factors influencing health status and contact with health services,Number,Switzerland,66402.0
Factors influencing health status and contact with health services,Per 100 000 population,Switzerland,774.3
Factors influencing health status and contact with health services,Number,Israel,231672.0
Factors influencing health status and contact with health services,Per 100 000 population,Israel,2558.8
Medical observation and evaluation for suspected diseases and conditions,Number,Canada,2005.0
Medical observation and evaluation for suspected diseases and conditions,Per 100 000 population,Canada,5.3
Medical observation and evaluation for suspected diseases and conditions,Number,France,1774.0
Medical observation and evaluation for suspected diseases and conditions,Per 100 000 population,France,2.6
Medical observation and evaluation for suspected diseases and conditions,Number,Italy,9962.0
Medical observation and evaluation for suspected diseases and conditions,Per 100 000 population,Italy,16.7
Medical observation and evaluation for suspected diseases and conditions,Number,Netherlands,1996.0
Medical observation and evaluation for suspected diseases and conditions,Per 100 000 population,Netherlands,11.5
Medical observation and evaluation for suspected diseases and conditions,Number,Norway,1029.0
Medical observation and evaluation for suspected diseases and conditions,Per 100 000 population,Norway,19.2
Medical observation and evaluation for suspected diseases and conditions,Number,Sweden,10454.0
Medical observation and evaluation for suspected diseases and conditions,Per 100 000 population,Sweden,101.7
Medical observation and evaluation for suspected diseases and conditions,Number,Switzerland,669.0
Medical observation and evaluation for suspected diseases and conditions,Per 100 000 population,Switzerland,7.8
Medical observation and evaluation for suspected diseases and conditions,Number,Israel,9033.0
Medical observation and evaluation for suspected diseases and conditions,Per 100 000 population,Israel,99.8
Contraceptive management,Number,Canada,131.0
Contraceptive management,Per 100 000 population,Canada,0.3
Contraceptive management,Number,France,3792.0
Contraceptive management,Per 100 000 population,France,5.6
Contraceptive management,Number,Italy,1296.0
Contraceptive management,Per 100 000 population,Italy,2.2
Contraceptive management,Number,Netherlands,160.0
Contraceptive management,Per 100 000 population,Netherlands,0.9
Contraceptive management,Number,Norway,30.0
Contraceptive management,Per 100 000 population,Norway,0.6
Contraceptive management,Number,Sweden,45.0
Contraceptive management,Per 100 000 population,Sweden,0.4
Contraceptive management,Number,Switzerland,30.0
Contraceptive management,Per 100 000 population,Switzerland,0.3
Contraceptive management,Number,Israel,104.0
Contraceptive management,Per 100 000 population,Israel,1.1
Liveborn infants according to place of birth,Number,France,637617.0
Liveborn infants according to place of birth,Per 100 000 population,France,948.1
Liveborn infants according to place of birth,Number,Italy,355406.0
Liveborn infants according to place of birth,Per 100 000 population,Italy,595.0
Liveborn infants according to place of birth,Number,Netherlands,13691.0
Liveborn infants according to place of birth,Per 100 000 population,Netherlands,78.9
Liveborn infants according to place of birth,Number,Norway,47810.0
Liveborn infants according to place of birth,Per 100 000 population,Norway,894.0
Liveborn infants according to place of birth,Number,Sweden,105154.0
Liveborn infants according to place of birth,Per 100 000 population,Sweden,1023.0
Liveborn infants according to place of birth,Number,Switzerland,55386.0
Liveborn infants according to place of birth,Per 100 000 population,Switzerland,645.9
Liveborn infants according to place of birth,Number,Israel,154120.0
Liveborn infants according to place of birth,Per 100 000 population,Israel,1702.2
Other medical care (including radiotherapy and chemotherapy sessions),Number,Canada,53099.0
Other medical care (including radiotherapy and chemotherapy sessions),Per 100 000 population,Canada,141.3
Other medical care (including radiotherapy and chemotherapy sessions),Number,France,530186.0
Other medical care (including radiotherapy and chemotherapy sessions),Per 100 000 population,France,788.4
Other medical care (including radiotherapy and chemotherapy sessions),Number,Italy,64331.0
Other medical care (including radiotherapy and chemotherapy sessions),Per 100 000 population,Italy,107.7
Other medical care (including radiotherapy and chemotherapy sessions),Number,Netherlands,1718.0
Other medical care (including radiotherapy and chemotherapy sessions),Per 100 000 population,Netherlands,9.9
Other medical care (including radiotherapy and chemotherapy sessions),Number,Norway,203.0
Other medical care (including radiotherapy and chemotherapy sessions),Per 100 000 population,Norway,3.8
Other medical care (including radiotherapy and chemotherapy sessions),Number,Sweden,9364.0
Other medical care (including radiotherapy and chemotherapy sessions),Per 100 000 population,Sweden,91.1
Other medical care (including radiotherapy and chemotherapy sessions),Number,Switzerland,887.0
Other medical care (including radiotherapy and chemotherapy sessions),Per 100 000 population,Switzerland,10.3
Other medical care (including radiotherapy and chemotherapy sessions),Number,Israel,27141.0
Other medical care (including radiotherapy and chemotherapy sessions),Per 100 000 population,Israel,299.8
Other factors influencing Health status and contact with Health services,Number,Canada,92374.0
Other factors influencing Health status and contact with Health services,Per 100 000 population,Canada,245.7
Other factors influencing Health status and contact with Health services,Number,France,1508984.0
Other factors influencing Health status and contact with Health services,Per 100 000 population,France,2243.9
Other factors influencing Health status and contact with Health services,Number,Italy,247241.0
Other factors influencing Health status and contact with Health services,Per 100 000 population,Italy,413.9
Other factors influencing Health status and contact with Health services,Number,Netherlands,34371.0
Other factors influencing Health status and contact with Health services,Per 100 000 population,Netherlands,198.2
Other factors influencing Health status and contact with Health services,Number,Norway,74066.0
Other factors influencing Health status and contact with Health services,Per 100 000 population,Norway,1385.0
Other factors influencing Health status and contact with Health services,Number,Sweden,23476.0
Other factors influencing Health status and contact with Health services,Per 100 000 population,Sweden,228.4
Other factors influencing Health status and contact with Health services,Number,Switzerland,9430.0
Other factors influencing Health status and contact with Health services,Per 100 000 population,Switzerland,110.0
Other factors influencing Health status and contact with Health services,Number,Israel,41274.0
Other factors influencing Health status and contact with Health services,Per 100 000 population,Israel,455.9
All causes,Number,Canada,3110098.0
All causes,Per 100 000 population,Canada,8273.9
All causes,Number,France,12305748.0
All causes,Per 100 000 population,France,18298.8
All causes,Number,Italy,6748534.0
All causes,Per 100 000 population,Italy,11298.6
All causes,Number,Netherlands,1518813.0
All causes,Per 100 000 population,Netherlands,8756.6
All causes,Number,Norway,868780.0
All causes,Per 100 000 population,Norway,16245.3
All causes,Number,Sweden,1406276.0
All causes,Per 100 000 population,Sweden,13681.2
All causes,Number,Switzerland,1447378.0
All causes,Per 100 000 population,Switzerland,16878.5
All causes,Number,Israel,1362330.0
All causes,Per 100 000 population,Israel,15046.7
Cataract surgery,Number of day cases,Canada,410861.0
Cataract surgery,Total number of procedures,Canada,411668.0
Cataract surgery,Number of inpatient cases,Canada,807.0
Cataract surgery,Total procedures per 100 000 population,Canada,1095.2
Cataract surgery,% performed as day cases,Canada,99.8
Cataract surgery,% performed as inpatient cases,Canada,0.2
Cataract surgery,Inpatient cases per 100 000 population,Canada,2.1
Cataract surgery,Day cases per 100 000 population,Canada,1093.0
Cataract surgery,Number of day cases,Denmark,53575.0
Cataract surgery,Total number of procedures,Denmark,55664.0
Cataract surgery,Number of inpatient cases,Denmark,2089.0
Cataract surgery,Total procedures per 100 000 population,Denmark,957.3
Cataract surgery,% performed as day cases,Denmark,96.2
Cataract surgery,% performed as inpatient cases,Denmark,3.8
Cataract surgery,Inpatient cases per 100 000 population,Denmark,35.9
Cataract surgery,Day cases per 100 000 population,Denmark,921.4
Cataract surgery,Number of day cases,France,880126.0
Cataract surgery,Total number of procedures,France,923267.0
Cataract surgery,Number of inpatient cases,France,43141.0
Cataract surgery,Total procedures per 100 000 population,France,1372.9
Cataract surgery,% performed as day cases,France,95.3
Cataract surgery,% performed as inpatient cases,France,4.7
Cataract surgery,Inpatient cases per 100 000 population,France,64.2
Cataract surgery,Day cases per 100 000 population,France,1308.8
Cataract surgery,Number of day cases,Germany,3121.0
Cataract surgery,Total number of procedures,Germany,882284.0
Cataract surgery,Number of inpatient cases,Germany,148218.0
Cataract surgery,Total procedures per 100 000 population,Germany,1061.8
Cataract surgery,% performed as day cases,Germany,0.4
Cataract surgery,% performed as inpatient cases,Germany,16.8
Cataract surgery,Inpatient cases per 100 000 population,Germany,178.4
Cataract surgery,Day cases per 100 000 population,Germany,3.8
Cataract surgery,Number of day cases,Italy,35491.0
Cataract surgery,Total number of procedures,Italy,578884.0
Cataract surgery,Number of inpatient cases,Italy,14409.0
Cataract surgery,Total procedures per 100 000 population,Italy,969.2
Cataract surgery,% performed as day cases,Italy,6.1
Cataract surgery,% performed as inpatient cases,Italy,2.5
Cataract surgery,Inpatient cases per 100 000 population,Italy,24.1
Cataract surgery,Day cases per 100 000 population,Italy,59.4
Cataract surgery,Number of day cases,Norway,17381.0
Cataract surgery,Total number of procedures,Norway,21202.0
Cataract surgery,Number of inpatient cases,Norway,875.0
Cataract surgery,Total procedures per 100 000 population,Norway,396.5
Cataract surgery,% performed as day cases,Norway,82.0
Cataract surgery,% performed as inpatient cases,Norway,4.1
Cataract surgery,Inpatient cases per 100 000 population,Norway,16.4
Cataract surgery,Day cases per 100 000 population,Norway,325.0
Cataract surgery,Number of day cases,Sweden,114957.0
Cataract surgery,Total number of procedures,Sweden,116575.0
Cataract surgery,Number of inpatient cases,Sweden,1618.0
Cataract surgery,Total procedures per 100 000 population,Sweden,1134.1
